year,pct,lo,hi,n
2023,58.415841584158414,48.66811646992895,67.54684294710319,101
2024,63.580246913580254,55.93521922035591,70.59614411477509,162
2025,78.76106194690266,70.33939238268223,85.29154603255063,113
2026,73.33333333333333,64.7875606138524,80.43154495327475,120
